id,value
id_0,26.556713752167326
id_1,61.56217568355444
id_2,20.47688667032689
id_3,28.52792035738648
id_4,10.32286492148161
id_5,36.18248914527607
id_6,39.4746539028323
id_7,16.559251065700035
id_8,47.812389995926296
id_9,33.28841808111457
id_10,38.86934210028036
id_11,58.287329080895866
id_12,36.56470480817317
id_13,41.41332177746247
id_14,26.608526876976107
id_15,12.700010980437751
id_16,52.684811336086696
id_17,22.493921353189517
id_18,19.421281846500797
id_19,19.748828487832945
id_20,14.96324484612922
id_21,28.35586900618577
id_22,36.77095550394299
id_23,9.386202172584044
id_24,57.890293558389146
id_25,44.25751912024779
id_26,28.382709539298602
id_27,9.396228213729003
id_28,29.092848261852676
id_29,35.6332130308633
id_30,18.509311002551392
id_31,11.824274554025276
id_32,16.737000112535906
id_33,6.478279013348102
id_34,18.205357729570274
id_35,39.19406044568932
id_36,19.689840928730018
id_37,28.451762882554902
id_38,6.6760715092430525
id_39,59.76098802891907
id_40,47.26580154831021
id_41,16.74365198060738
id_42,49.487879299822055
id_43,18.209654915327263
id_44,43.793476284345445
id_45,51.1549272359683
id_46,61.12121823791819
id_47,39.967433859421746
id_48,51.08403565103077
id_49,41.579686893761775
id_50,30.243440948322878
id_51,24.751298087396023
id_52,40.608386863836564
id_53,25.238012567359327
id_54,38.316350729690654
id_55,39.86418322536065
id_56,24.702921765835182
id_57,21.91685008096757
id_58,37.6372443556796
id_59,31.17715420567437
id_60,15.618266193138112
id_61,23.369433764278522
id_62,31.480939568893376
id_63,54.697352047444184
id_64,48.78305548474976
id_65,26.48628933117176
id_66,40.85113407087523
id_67,54.385679770810654
id_68,27.89240379283524
id_69,38.350907434412335
id_70,64.52615560547464
id_71,52.930561608661904
id_72,43.467010505939456
id_73,11.510335018679696
id_74,12.118192240060173
id_75,35.627682710589596
id_76,60.27830819011821
id_77,3.418672194753678
id_78,44.245646128949005
id_79,40.09614800228928
id_80,8.207994474041266
id_81,22.3386105206767
id_82,7.829238147707347
id_83,33.76206026408303
id_84,10.80014315998308
id_85,5.671431204029406
id_86,16.32179675850397
id_87,12.007488601251874
id_88,13.468767767646154
id_89,28.096928614876255
id_90,30.52206786326581
id_91,11.460056783249462
id_92,13.933054164943885
id_93,7.680986743950204
id_94,36.50481723898088
id_95,16.302759864113025
id_96,15.60239290449025
id_97,8.933921972130715
id_98,10.91491832099495
id_99,4.2636906208970995
id_100,13.031019236139079
id_101,18.498508937820713
id_102,11.36458795216701
id_103,5.576305991950593
id_104,14.034469026866224
id_105,37.09125218583343
id_106,27.75439371038776
id_107,8.108043558775666
id_108,16.642484805649822
id_109,16.43600133489842
id_110,14.35028499738252
id_111,17.555796244836905
id_112,13.359708121850902
id_113,28.486723162990792
id_114,22.070152011972816
id_115,15.425341795101463
id_116,9.116396013673286
id_117,44.62349815496809
id_118,29.440807812071334
id_119,1.7394218334977603
id_120,2.200266237993402
id_121,11.527142056848428
id_122,15.755483769624561
id_123,15.469284492733816
id_124,6.805403872358074
id_125,26.29262148725325
id_126,21.254465250896065
id_127,13.64843685360947
id_128,20.103393081595886
id_129,18.220915076836896
id_130,4.3403370076048455
id_131,36.204502174032235
id_132,14.234291790420487
id_133,26.4834919196888
id_134,23.65938011603128
id_135,20.780547479145437
id_136,10.222646408289497
id_137,19.835411393521635
id_138,77.40163385072566
id_139,63.637579035389855
id_140,27.2074967259112
id_141,17.21950204651178
id_142,25.026891292542565
id_143,8.34918455679839
id_144,10.808415846867613
id_145,10.630539431052012
id_146,21.38544452376803
id_147,7.650040488233648
id_148,13.98552866046475
id_149,17.022098830561692
id_150,50.99319164460037
id_151,21.70509112950331
id_152,24.530717966686037
id_153,15.660102258193698
id_154,14.703624566841956
id_155,27.733566919620664
id_156,21.85662647401379
id_157,34.16482926343137
id_158,3.68623072733244
id_159,19.976514379732237
id_160,43.68180614372671
id_161,18.77237421614578
id_162,56.032826325842095
id_163,19.442841093424
id_164,36.63205001288776
id_165,24.45530804077194
id_166,21.80639925255618
id_167,1.3161613077000307
id_168,66.08590456242666
id_169,18.38182833807239
id_170,17.69707743438435
id_171,67.86389990910435
id_172,21.17425682936641
id_173,2.5706649855416153
id_174,23.508637400968567
id_175,2.5560340612479737
id_176,6.402551482875841
id_177,18.83741739564894
id_178,20.27197918151399
id_179,21.185506320661908
id_180,42.733661341774486
id_181,27.317061761158744
id_182,28.68135138323605
id_183,12.53802577480709
id_184,8.847216416280313
id_185,41.25624333454727
id_186,36.578778863072124
id_187,33.16291086568517
id_188,16.607290686550037
id_189,21.77810773763448
id_190,14.770776454676692
id_191,14.94342408488318
id_192,33.13646251651613
id_193,77.2365501254976
id_194,29.431388182690362
id_195,11.620785361382193
id_196,61.34366369869752
id_197,15.136169264065757
id_198,19.6969878455202
id_199,23.538337629236544
id_200,125.28851646293074
id_201,26.35487373707108
id_202,57.94119099721607
id_203,5.377645555378528
id_204,62.534604192772996
id_205,35.624869581547166
id_206,17.154219026375344
id_207,14.03121268908842
id_208,64.20094445342069
id_209,13.856525033194066
id_210,28.201987143118316
id_211,72.29468356577226
id_212,20.625795629588872
id_213,115.85849986365534
id_214,39.98260223269411
id_215,83.67300050316987
id_216,92.66211520401941
id_217,70.66367574232767
id_218,28.891550000778064
id_219,18.89064751347924
id_220,31.81996173048217
id_221,55.33669767163494
id_222,28.788492677347662
id_223,39.9677045853968
id_224,43.60029132798503
id_225,8.027929359894085
id_226,4.009148699320433
id_227,69.39615077898341
id_228,28.313573872637107
id_229,1.8794696612129977
id_230,40.44199190359201
id_231,15.3760167003231
id_232,21.815962643317825
id_233,8.34516751570843
id_234,11.913237054495973
id_235,22.075272595724204
id_236,12.734038569889666
id_237,0.42225814835937103
id_238,21.40855845430614
id_239,1.0120111417014916
