id,value
id_0,25.478375542211303
id_1,65.39191978848014
id_2,20.08874376248803
id_3,27.34551791062829
id_4,8.778635055077043
id_5,32.63514641918411
id_6,40.577695734401885
id_7,14.790030910333929
id_8,49.461770121021075
id_9,32.0258257928712
id_10,38.09170951611755
id_11,55.064905518085105
id_12,36.34132655395256
id_13,36.898719653190334
id_14,27.27709157114264
id_15,12.401337490377
id_16,51.62581248418448
id_17,21.472683763740147
id_18,15.377558645003116
id_19,16.699324745883093
id_20,15.33124563900892
id_21,29.309693838126606
id_22,38.14196730931839
id_23,7.70432542436609
id_24,59.96962946203292
id_25,42.596542846705375
id_26,25.366796158789
id_27,9.535088387145052
id_28,30.646643657592055
id_29,35.824097004180516
id_30,16.41920282736137
id_31,11.92155710274863
id_32,16.63773571941694
id_33,5.502321407550584
id_34,17.13906152847166
id_35,40.781999830400444
id_36,18.528124230405652
id_37,28.25570732162135
id_38,10.911959579608686
id_39,60.7135522843461
id_40,45.203322684553186
id_41,20.39696982143097
id_42,52.23017171367281
id_43,19.623699993830538
id_44,41.44676185054132
id_45,50.85470141160659
id_46,61.50947740253212
id_47,41.75825247249147
id_48,49.00429034905086
id_49,37.638695083749596
id_50,30.308441790485585
id_51,23.774661484390087
id_52,42.61421863427698
id_53,25.241932206082794
id_54,38.12732588898781
id_55,40.71723216329005
id_56,23.96448249372297
id_57,23.0376984707895
id_58,36.398280000902794
id_59,32.39668861137244
id_60,13.335469522258855
id_61,25.996447737277798
id_62,31.170388602227185
id_63,52.52754747465592
id_64,47.99550909251781
id_65,27.344334733454136
id_66,37.86390038363272
id_67,53.73158526557468
id_68,27.648049343510774
id_69,37.81399111601333
id_70,62.97745052923648
id_71,54.24685005235482
id_72,43.120246338142294
id_73,12.196385278751439
id_74,10.742076838782472
id_75,34.85935971297692
id_76,61.8658169839546
id_77,1.632970722962547
id_78,43.15687853531402
id_79,38.42629412147505
id_80,9.399077222573052
id_81,20.066653520739997
id_82,6.7591248855974815
id_83,31.539084823689244
id_84,7.949628331929286
id_85,8.700313604095744
id_86,16.053184927846246
id_87,10.952825224350422
id_88,16.364874761094555
id_89,25.959534432720023
id_90,33.06167439236964
id_91,10.285020204414645
id_92,13.957655170383186
id_93,7.106014822878983
id_94,38.564517281863566
id_95,17.75487480808339
id_96,16.576666014992664
id_97,7.932375814623713
id_98,11.37626949037366
id_99,6.73633586654927
id_100,11.946757209486469
id_101,19.00634082589096
id_102,12.04769919890422
id_103,9.860137245105676
id_104,13.641190886849332
id_105,34.59606968358015
id_106,23.61049029471242
id_107,8.003629509368292
id_108,17.425821590789933
id_109,16.801912734794648
id_110,12.598970738600762
id_111,16.586070472195374
id_112,15.241142050618354
id_113,25.42593234598477
id_114,21.962812452327178
id_115,16.515678730709528
id_116,10.264937565832959
id_117,44.75939436326165
