id,value
id_0,26.556712047953777
id_1,61.56217787037497
id_2,20.47688603287756
id_3,28.527921729182847
id_4,10.322863029496286
id_5,36.182498034883416
id_6,39.474654863817946
id_7,16.559251701085422
id_8,47.81239353834832
id_9,33.28841891407842
id_10,38.86934451168133
id_11,58.2873304972766
id_12,36.56470061913676
id_13,41.41333193839061
id_14,26.60852031098356
id_15,12.700009565347488
id_16,52.68481012939141
id_17,22.49392348788398
id_18,19.421286263627323
id_19,19.74883069853656
id_20,14.963245478067405
id_21,28.35587610146221
id_22,36.770953957893944
id_23,9.386201486076356
id_24,57.89029497858928
id_25,44.25752105704506
id_26,28.382711202759857
id_27,9.39622703612401
id_28,29.09284871320089
id_29,35.63321553166463
id_30,18.509313322359645
id_31,11.824273312599443
id_32,16.736999981030348
id_33,6.478278075889636
id_34,18.205357799332063
id_35,39.19405809576125
id_36,19.68983667956373
id_37,28.451760526687377
id_38,6.676072420345114
id_39,59.760990884485466
id_40,47.265807555234055
id_41,16.743647473744993
id_42,49.48787865485543
id_43,18.209654156205662
id_44,43.79348032188426
id_45,51.15492746182906
id_46,61.1212158523073
id_47,39.96743482282434
id_48,51.084039934699334
id_49,41.57968885021119
id_50,30.24343926265496
id_51,24.751300670202006
id_52,40.60837835095094
id_53,25.238009397746055
id_54,38.316350986136584
id_55,39.86418431896289
id_56,24.702919669887176
id_57,21.91685092055641
id_58,37.637243271871995
id_59,31.177150814525728
id_60,15.618271385872305
id_61,23.36942702002344
id_62,31.480941930869353
id_63,54.697356806333524
id_64,48.78305737814358
id_65,26.486287645255462
id_66,40.85113606609032
id_67,54.385679236824195
id_68,27.89240281959761
id_69,38.350906655918564
id_70,64.52615751639657
id_71,52.930562017429295
id_72,43.4670112798658
id_73,11.510334581775236
id_74,12.118192336348534
id_75,35.62768375513358
id_76,60.278308866246604
id_77,3.4186705180351193
id_78,44.2456410873795
id_79,40.096150555693114
id_80,8.207995590021644
id_81,22.3386136156102
id_82,7.8292347399309055
id_83,33.76205646778469
id_84,10.80014390505821
id_85,5.671431422978835
id_86,16.32179640093592
id_87,12.007488946818427
id_88,13.468769315200122
id_89,28.09693735628461
id_90,30.522070386369645
id_91,11.460056374688708
id_92,13.933055984567373
id_93,7.680982175107044
id_94,36.50482118243167
id_95,16.30275972543282
id_96,15.602392535763308
id_97,8.933922958987369
id_98,10.914919142991458
id_99,4.263690045544622
id_100,13.031018049860686
id_101,18.498508358350954
id_102,11.364589411531611
id_103,5.57630577175561
id_104,14.034467378661477
id_105,37.09125559498091
id_106,27.75439821610201
id_107,8.108039035487312
id_108,16.642481315731278
id_109,16.435998072679368
id_110,14.35028857400067
id_111,17.555801258605026
id_112,13.359706972953727
id_113,28.48672687873199
id_114,22.070148597262776
id_115,15.425342464144268
id_116,9.11638703338974
id_117,44.623504739288464
id_118,29.440808419795808
id_119,1.7394208650398597
id_120,2.2002634694967225
id_121,11.527136408492025
id_122,15.755482856638436
id_123,15.469284666202903
id_124,6.805405446355026
id_125,26.292620254875292
id_126,21.25445966224253
id_127,13.648437520065107
id_128,20.103395012396042
id_129,18.220918430622437
id_130,4.340336027352918
id_131,36.20450405941865
id_132,14.2342861374115
id_133,26.483483659814258
id_134,23.659379604771193
id_135,20.78054640954875
id_136,10.222644070381303
id_137,19.835408989187297
id_138,77.40164071848218
id_139,63.63757620873112
id_140,27.207495879133592
id_141,17.219502601660885
id_142,25.026890845963106
id_143,8.349183550065286
id_144,10.808406316190853
id_145,10.630539818801106
id_146,21.385443556777165
id_147,7.650039282136297
id_148,13.985529251305689
id_149,17.022097887820827
id_150,50.993197798794874
id_151,21.705098187645085
id_152,24.53071959290228
id_153,15.660103755224354
id_154,14.703621128050207
id_155,27.733566893337223
id_156,21.856632365792073
id_157,34.1648304410943
id_158,3.6862324002720595
id_159,19.97651961865826
id_160,43.68181374745012
id_161,18.772374552045992
id_162,56.03283761784663
id_163,19.44284018702375
id_164,36.632049738846746
id_165,24.455306367878126
id_166,21.806404454726543
id_167,1.316160192960238
id_168,66.08590377364371
id_169,18.381828330496443
id_170,17.697075368992007
id_171,67.86390296960252
id_172,21.17425929311241
id_173,2.5706628369424305
id_174,23.508631916960454
id_175,2.556035426509579
id_176,6.402548155949219
id_177,18.83741742293893
id_178,20.271976603988676
id_179,21.185507626508123
id_180,42.7336641799753
id_181,27.317058490997752
id_182,28.68134540635911
id_183,12.538022761317018
id_184,8.847215721345473
id_185,41.25624357574279
id_186,36.57877967678574
id_187,33.16291497490671
id_188,16.607294043527553
id_189,21.778105652417207
id_190,14.77077835173096
id_191,14.943425703593764
id_192,33.136463456598136
id_193,77.23654997539137
id_194,29.43138177325681
id_195,11.620784130431018
id_196,61.343666011319556
id_197,15.136164793677667
id_198,19.69698690487363
id_199,23.53833856385185
id_200,125.28852550795432
id_201,26.35487384455267
id_202,57.941190643230286
id_203,5.3776463024981425
id_204,62.53460840867635
id_205,35.62487659773415
id_206,17.154219780352086
id_207,14.031206999163755
id_208,64.20094948267129
id_209,13.856523706638434
id_210,28.20198022443388
id_211,72.29468526993551
id_212,20.625792844287243
id_213,115.8584961521741
id_214,39.98260692782455
id_215,83.67300799858475
id_216,92.6621286685495
id_217,70.663681240693
id_218,28.89154809250345
id_219,18.890638343221006
id_220,31.81996290526945
id_221,55.33670085946184
id_222,28.788495057545514
id_223,39.967702635273184
id_224,43.60028864704465
id_225,8.027931523665279
id_226,4.009142367762235
id_227,69.39615420398066
id_228,28.31357789556189
id_229,1.8794686383516186
id_230,40.44199610591744
id_231,15.376017994130299
id_232,21.81596423336146
id_233,8.345169332870238
id_234,11.913231742480765
id_235,22.07527285619477
id_236,12.734036473486118
id_237,0.4222557511794698
id_238,21.40855253870035
id_239,1.0120076012987038
